;export_buildings.txt DO NOT REMOVE THIS LINE, IT IS NEEDED FOR THE IDE PLUGIN TO WORK

;repairs, dismantles, and upgrades
{generic_repair}	REPAIR
{farms_greek_desc}  TODO: Write me
{farms_greek_desc_short}  TODO: Write me

{farms_roman}  TODO: Write me
{farms_roman_desc}  TODO: Write me
{farms_roman_desc_short}  TODO: Write me

;farms+1
{farms+1}  TODO: Write me
{farms+1_desc}  WARNING! This baseline description should never appear on screen!
{farms+1_desc_short}  WARNING! This baseline short description should never appear on screen!

{farms+1_barbarian}  TODO: Write me
{farms+1_barbarian_desc}  TODO: Write me
{farms+1_barbarian_desc_short}  TODO: Write me

{farms+1_carthaginian}  TODO: Write me
{farms+1_carthaginian_desc}  TODO: Write me
{farms+1_carthaginian_desc_short}  TODO: Write me

{farms+1_eastern}  TODO: Write me
{farms+1_eastern_desc}  TODO: Write me
{farms+1_eastern_desc_short}  TODO: Write me

{farms+1_parthia}  TODO: Write me
{farms+1_parthia_desc}  TODO: Write me
{farms+1_parthia_desc_short}  TODO: Write me

{farms+1_egyptian}  TODO: Write me
{farms+1_egyptian_desc}  TODO: Write me
{farms+1_egyptian_desc_short}  TODO: Write me

{farms+1_greek}  TODO: Write me
{farms+1_greek_desc}  TODO: Write me
{farms+1_greek_desc_short}  TODO: Write me

{farms+1_roman}  TODO: Write me
{farms+1_roman_desc}  TODO: Write me
{farms+1_roman_desc_short}  TODO: Write me

;farms+2
{farms+2}  TODO: Write me
{farms+2_desc}  WARNING! This baseline description should never appear on screen!
{farms+2_desc_short}  WARNING! This baseline short description should never appear on screen!

{farms+2_barbarian}  TODO: Write me
{farms+2_barbarian_desc}  TODO: Write me
{farms+2_barbarian_desc_short}  TODO: Write me

{farms+2_carthaginian}  TODO: Write me
{farms+2_carthaginian_desc}  TODO: Write me
{farms+2_carthaginian_desc_short}  TODO: Write me

{farms+2_eastern}  TODO: Write me
{farms+2_eastern_desc}  TODO: Write me
{farms+2_eastern_desc_short}  TODO: Write me

{farms+2_parthia}  TODO: Write me
{farms+2_parthia_desc}  TODO: Write me
{farms+2_parthia_desc_short}  TODO: Write me

{farms+2_egyptian}  TODO: Write me
{farms+2_egyptian_desc}  TODO: Write me
{farms+2_egyptian_desc_short}  TODO: Write me

{farms+2_greek}  TODO: Write me
{farms+2_greek_desc}  TODO: Write me
{farms+2_greek_desc_short}  TODO: Write me

{farms+2_roman}  TODO: Write me
{farms+2_roman_desc}  TODO: Write me
{farms+2_roman_desc_short}  TODO: Write me

;farms+3
{farms+3}  TODO: Write me
{farms+3_desc}  WARNING! This baseline description should never appear on screen!
{farms+3_desc_short}  WARNING! This baseline short description should never appear on screen!

{farms+3_barbarian_desc}  WARNING! This text should never appear on screen!
{farms+3_barbarian_desc_short}  WARNING! This text should never appear on screen!

{farms+3_carthaginian}  TODO: Write me
{farms+3_carthaginian_desc}  TODO: Write me
{farms+3_carthaginian_desc_short}  TODO: Write me

{farms+3_eastern}  TODO: Write me
{farms+3_eastern_desc}  TODO: Write me
{farms+3_eastern_desc_short}  TODO: Write me

{farms+3_parthia}  TODO: Write me
{farms+3_parthia_desc}  TODO: Write me
{farms+3_parthia_desc_short}  TODO: Write me

{farms+3_egyptian}  TODO: Write me
{farms+3_egyptian_desc}  TODO: Write me
{farms+3_egyptian_desc_short}  TODO: Write me

{farms+3_greek}  TODO: Write me
{farms+3_greek_desc}  TODO: Write me
{farms+3_greek_desc_short}  TODO: Write me

{farms+3_roman}  TODO: Write me
{farms+3_roman_desc}  TODO: Write me
{farms+3_roman_desc_short}  TODO: Write me

;farms+4
{farms+4}  TODO: Write me
{farms+4_desc}  WARNING! This baseline description should never appear on screen!
{farms+4_desc_short}  WARNING! This baseline short description should never appear on screen!

{farms+4_barbarian_desc}  WARNING! This text should never appear on screen!
{farms+4_barbarian_desc_short}  WARNING! This text should never appear on screen!

{farms+4_carthaginian}  TODO: Write me
{farms+4_carthaginian_desc}  TODO: Write me
{farms+4_carthaginian_desc_short}  TODO: Write me

{farms+4_eastern}  TODO: Write me
{farms+4_eastern_desc}  TODO: Write me
{farms+4_eastern_desc_short}  TODO: Write me

{farms+4_parthia}  TODO: Write me
{farms+4_parthia_desc}  TODO: Write me
{farms+4_parthia_desc_short}  TODO: Write me

{farms+4_egyptian}  TODO: Write me
{farms+4_egyptian_desc}  TODO: Write me
{farms+4_egyptian_desc_short}  TODO: Write me

{farms+4_greek}  TODO: Write me
{farms+4_greek_desc}  TODO: Write me
{farms+4_greek_desc_short}  TODO: Write me

{farms+4_roman}  TODO: Write me
{farms+4_roman_desc}  TODO: Write me
{farms+4_roman_desc_short}  TODO: Write me

;roads
{roads}  TODO: Write me
{roads_desc}  WARNING! This baseline description should never appear on screen!
{roads_desc_short}  WARNING! This baseline short description should never appear on screen!

{roads_barbarian}  TODO: Write me
{roads_barbarian_desc}  TODO: Write me
{roads_barbarian_desc_short}  TODO: Write me

{roads_carthaginian}  TODO: Write me
{roads_carthaginian_desc}  TODO: Write me
{roads_carthaginian_desc_short}  TODO: Write me

{roads_eastern}  TODO: Write me
{roads_eastern_desc}  TODO: Write me
{roads_eastern_desc_short}  TODO: Write me

{roads_parthia}  TODO: Write me
{roads_parthia_desc}  TODO: Write me
{roads_parthia_desc_short}  TODO: Write me

{roads_egyptian}  TODO: Write me
{roads_egyptian_desc}  TODO: Write me
{roads_egyptian_desc_short}  TODO: Write me

{roads_greek}  TODO: Write me
{roads_greek_desc}  TODO: Write me
{roads_greek_desc_short}  TODO: Write me

{roads_roman}  TODO: Write me
{roads_roman_desc}  TODO: Write me
{roads_roman_desc_short}  TODO: Write me

;paved_roads
{paved_roads}  TODO: Write me
{paved_roads_desc}  WARNING! This baseline description should never appear on screen!
{paved_roads_desc_short}  WARNING! This baseline short description should never appear on screen!

{paved_roads_barbarian_desc}  WARNING! This text should never appear on screen!
{paved_roads_barbarian_desc_short}  WARNING! This text should never appear on screen!

{paved_roads_eastern_desc}  WARNING! This text should never appear on screen!
{paved_roads_eastern_desc_short}  WARNING! This text should never appear on screen!

{paved_roads_carthaginian}  TODO: Write me
{paved_roads_carthaginian_desc}  TODO: Write me
{paved_roads_carthaginian_desc_short}  TODO: Write me

{paved_roads_egyptian}  TODO: Write me
{paved_roads_egyptian_desc}  TODO: Write me
{paved_roads_egyptian_desc_short}  TODO: Write me

{paved_roads_greek}  TODO: Write me
{paved_roads_greek_desc}  TODO: Write me
{paved_roads_greek_desc_short}  TODO: Write me

{paved_roads_roman}  TODO: Write me
{paved_roads_roman_desc}  TODO: Write me
{paved_roads_roman_desc_short}  TODO: Write me

;highways
{highways}  TODO: Write me
{highways_desc}  WARNING! This baseline description should never appear on screen!
{highways_desc_short}  WARNING! This baseline short description should never appear on screen!

{highways_barbarian_desc}  WARNING! This text should never appear on screen!
{highways_barbarian_desc_short}  WARNING! This text should never appear on screen!

{highways_carthaginian_desc}  WARNING! This text should never appear on screen!
{highways_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{highways_greek_desc}  WARNING! This text should never appear on screen!
{highways_greek_desc_short}  WARNING! This text should never appear on screen!

{highways_egyptian_desc}  WARNING! This text should never appear on screen!
{highways_egyptian_desc_short}  WARNING! This text should never appear on screen!

{highways_eastern_desc}  WARNING! This text should never appear on screen!
{highways_eastern_desc_short}  WARNING! This text should never appear on screen!

{highways_roman}  TODO: Write me
{highways_roman_desc}  TODO: Write me
{highways_roman_desc_short}  TODO: Write me

;mines
{mines}  TODO: Write me
{mines_desc}  WARNING! This baseline description should never appear on screen!
{mines_desc_short}  WARNING! This baseline short description should never appear on screen!

{mines_barbarian}  TODO: Write me
{mines_barbarian_desc}  TODO: Write me
{mines_barbarian_desc_short}  TODO: Write me

{mines_carthaginian}  TODO: Write me
{mines_carthaginian_desc}  TODO: Write me
{mines_carthaginian_desc_short}  TODO: Write me

{mines_eastern}  TODO: Write me
{mines_eastern_desc}  TODO: Write me
{mines_eastern_desc_short}  TODO: Write me

{mines_parthia}  TODO: Write me
{mines_parthia_desc}  TODO: Write me
{mines_parthia_desc_short}  TODO: Write me

{mines_egyptian}  TODO: Write me
{mines_egyptian_desc}  TODO: Write me
{mines_egyptian_desc_short}  TODO: Write me

{mines_greek}  TODO: Write me
{mines_greek_desc}  TODO: Write me
{mines_greek_desc_short}  TODO: Write me

{mines_roman}  TODO: Write me
{mines_roman_desc}  TODO: Write me
{mines_roman_desc_short}  TODO: Write me

;mines+1
{mines+1}  TODO: Write me
{mines+1_desc}  WARNING! This baseline description should never appear on screen!
{mines+1_desc_short}  WARNING! This baseline short description should never appear on screen!

{mines+1_barbarian_desc}  WARNING! This text should never appear on screen!
{mines+1_barbarian_desc_short}  WARNING! This text should never appear on screen!

{mines+1_carthaginian}  TODO: Write me
{mines+1_carthaginian_desc}  TODO: Write me
{mines+1_carthaginian_desc_short}  TODO: Write me

{mines+1_eastern}  TODO: Write me
{mines+1_eastern_desc}  TODO: Write me
{mines+1_eastern_desc_short}  TODO: Write me

{mines+1_parthia}  TODO: Write me
{mines+1_parthia_desc}  TODO: Write me
{mines+1_parthia_desc_short}  TODO: Write me

{mines+1_egyptian}  TODO: Write me
{mines+1_egyptian_desc}  TODO: Write me
{mines+1_egyptian_desc_short}  TODO: Write me

{mines+1_greek}  TODO: Write me
{mines+1_greek_desc}  TODO: Write me
{mines+1_greek_desc_short}  TODO: Write me

{mines+1_roman}  TODO: Write me
{mines+1_roman_desc}  TODO: Write me
{mines+1_roman_desc_short}  TODO: Write me

;academy
{academy}  TODO: Write me
{academy_desc}  WARNING! This baseline description should never appear on screen!
{academy_desc_short}  WARNING! This baseline short description should never appear on screen!

{academy_barbarian_desc}  WARNING! This text should never appear on screen!
{academy_barbarian_desc_short}  WARNING! This text should never appear on screen!

{academy_carthaginian}  TODO: Write me
{academy_carthaginian_desc}  TODO: Write me
{academy_carthaginian_desc_short}  TODO: Write me

{academy_eastern}  TODO: Write me
{academy_eastern_desc}  TODO: Write me
{academy_eastern_desc_short}  TODO: Write me

{academy_parthia}  TODO: Write me
{academy_parthia_desc}  TODO: Write me
{academy_parthia_desc_short}  TODO: Write me

{academy_egyptian}  TODO: Write me
{academy_egyptian_desc}  TODO: Write me
{academy_egyptian_desc_short}  TODO: Write me

{academy_greek}  TODO: Write me
{academy_greek_desc}  TODO: Write me
{academy_greek_desc_short}  TODO: Write me

{academy_roman}  TODO: Write me
{academy_roman_desc}  TODO: Write me
{academy_roman_desc_short}  TODO: Write me

;scriptorium
{scriptorium}  TODO: Write me
{scriptorium_desc}  WARNING! This baseline description should never appear on screen!
{scriptorium_desc_short}  WARNING! This baseline short description should never appear on screen!

{scriptorium_barbarian_desc}  WARNING! This text should never appear on screen!
{scriptorium_barbarian_desc_short}  WARNING! This text should never appear on screen!

{scriptorium_carthaginian}  TODO: Write me
{scriptorium_carthaginian_desc}  TODO: Write me
{scriptorium_carthaginian_desc_short}  TODO: Write me

{scriptorium_eastern}  TODO: Write me
{scriptorium_eastern_desc}  TODO: Write me
{scriptorium_eastern_desc_short}  TODO: Write me

{scriptorium_parthia}  TODO: Write me
{scriptorium_parthia_desc}  TODO: Write me
{scriptorium_parthia_desc_short}  TODO: Write me

{scriptorium_egyptian}  TODO: Write me
{scriptorium_egyptian_desc}  TODO: Write me
{scriptorium_egyptian_desc_short}  TODO: Write me

{scriptorium_greek}  TODO: Write me
{scriptorium_greek_desc}  TODO: Write me
{scriptorium_greek_desc_short}  TODO: Write me

{scriptorium_roman}  TODO: Write me
{scriptorium_roman_desc}  TODO: Write me
{scriptorium_roman_desc_short}  TODO: Write me

;ludus_magnus
{ludus_magnus}  TODO: Write me
{ludus_magnus_desc}  WARNING! This baseline description should never appear on screen!
{ludus_magnus_desc_short}  WARNING! This baseline short description should never appear on screen!

{ludus_magnus_barbarian_desc}  WARNING! This text should never appear on screen!
{ludus_magnus_barbarian_desc_short}  WARNING! This text should never appear on screen!

{ludus_magnus_carthaginian}  TODO: Write me
{ludus_magnus_carthaginian_desc}  TODO: Write me
{ludus_magnus_carthaginian_desc_short}  TODO: Write me

{ludus_magnus_eastern}  TODO: Write me
{ludus_magnus_eastern_desc}  TODO: Write me
{ludus_magnus_eastern_desc_short}  TODO: Write me

{ludus_magnus_parthia}  TODO: Write me
{ludus_magnus_parthia_desc}  TODO: Write me
{ludus_magnus_parthia_desc_short}  TODO: Write me

{ludus_magnus_egyptian}  TODO: Write me
{ludus_magnus_egyptian_desc}  TODO: Write me
{ludus_magnus_egyptian_desc_short}  TODO: Write me

{ludus_magnus_greek}  TODO: Write me
{ludus_magnus_greek_desc}  TODO: Write me
{ludus_magnus_greek_desc_short}  TODO: Write me

{ludus_magnus_roman}  TODO: Write me
{ludus_magnus_roman_desc}  TODO: Write me
{ludus_magnus_roman_desc_short}  TODO: Write me

;stone_amphitheatre
{stone_amphitheatre}  TODO: Write me
{stone_amphitheatre_desc}  WARNING! This baseline description should never appear on screen!
{stone_amphitheatre_desc_short}  WARNING! This baseline short description should never appear on screen!

{stone_amphitheatre_barbarian_desc}  WARNING! This text should never appear on screen!
{stone_amphitheatre_barbarian_desc_short}  WARNING! This text should never appear on screen!

{stone_amphitheatre_carthaginian_desc}  WARNING! This text should never appear on screen!
{stone_amphitheatre_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{stone_amphitheatre_greek_desc}  WARNING! This text should never appear on screen!
{stone_amphitheatre_greek_desc_short}  WARNING! This text should never appear on screen!

{stone_amphitheatre_egyptian_desc}  WARNING! This text should never appear on screen!
{stone_amphitheatre_egyptian_desc_short}  WARNING! This text should never appear on screen!

{stone_amphitheatre_eastern_desc}  WARNING! This text should never appear on screen!
{stone_amphitheatre_eastern_desc_short}  WARNING! This text should never appear on screen!

{stone_amphitheatre_roman}  TODO: Write me
{stone_amphitheatre_roman_desc}  TODO: Write me
{stone_amphitheatre_roman_desc_short}  TODO: Write me

;urban_amphitheatre
{urban_amphitheatre}  TODO: Write me
{urban_amphitheatre_desc}  WARNING! This baseline description should never appear on screen!
{urban_amphitheatre_desc_short}  WARNING! This baseline short description should never appear on screen!

{urban_amphitheatre_barbarian_desc}  WARNING! This text should never appear on screen!
{urban_amphitheatre_barbarian_desc_short}  WARNING! This text should never appear on screen!

{urban_amphitheatre_carthaginian_desc}  WARNING! This text should never appear on screen!
{urban_amphitheatre_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{urban_amphitheatre_greek_desc}  WARNING! This text should never appear on screen!
{urban_amphitheatre_greek_desc_short}  WARNING! This text should never appear on screen!

{urban_amphitheatre_egyptian_desc}  WARNING! This text should never appear on screen!
{urban_amphitheatre_egyptian_desc_short}  WARNING! This text should never appear on screen!

{urban_amphitheatre_eastern_desc}  WARNING! This text should never appear on screen!
{urban_amphitheatre_eastern_desc_short}  WARNING! This text should never appear on screen!

{urban_amphitheatre_roman}  TODO: Write me
{urban_amphitheatre_roman_desc}  TODO: Write me
{urban_amphitheatre_roman_desc_short}  TODO: Write me

;great_amphitheatre
{great_amphitheatre}  TODO: Write me
{great_amphitheatre_desc}  WARNING! This baseline description should never appear on screen!
{great_amphitheatre_desc_short}  WARNING! This baseline short description should never appear on screen!

{great_amphitheatre_barbarian_desc}  WARNING! This text should never appear on screen!
{great_amphitheatre_barbarian_desc_short}  WARNING! This text should never appear on screen!

{great_amphitheatre_carthaginian_desc}  WARNING! This text should never appear on screen!
{great_amphitheatre_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{great_amphitheatre_greek_desc}  WARNING! This text should never appear on screen!
{great_amphitheatre_greek_desc_short}  WARNING! This text should never appear on screen!

{great_amphitheatre_egyptian_desc}  WARNING! This text should never appear on screen!
{great_amphitheatre_egyptian_desc_short}  WARNING! This text should never appear on screen!

{great_amphitheatre_eastern_desc}  WARNING! This text should never appear on screen!
{great_amphitheatre_eastern_desc_short}  WARNING! This text should never appear on screen!

{great_amphitheatre_roman}  TODO: Write me
{great_amphitheatre_roman_desc}  TODO: Write me
{great_amphitheatre_roman_desc_short}  TODO: Write me

;odeon
{odeon}  TODO: Write me
{odeon_desc}  WARNING! This baseline description should never appear on screen!
{odeon_desc_short}  WARNING! This baseline short description should never appear on screen!

{odeon_roman_desc}  WARNING! This text should never appear on screen!
{odeon_roman_desc_short}  WARNING! This text should never appear on screen!

{odeon_barbarian_desc}  WARNING! This text should never appear on screen!
{odeon_barbarian_desc_short}  WARNING! This text should never appear on screen!

{odeon_carthaginian_desc}  WARNING! This text should never appear on screen!
{odeon_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{odeon_egyptian_desc}  WARNING! This text should never appear on screen!
{odeon_egyptian_desc_short}  WARNING! This text should never appear on screen!

{odeon_eastern_desc}  WARNING! This text should never appear on screen!
{odeon_eastern_desc_short}  WARNING! This text should never appear on screen!

{odeon_greek}  TODO: Write me
{odeon_greek_desc}  TODO: Write me
{odeon_greek_desc_short}  TODO: Write me

;lyceum
{lyceum}  TODO: Write me
{lyceum_desc}  WARNING! This baseline description should never appear on screen!
{lyceum_desc_short}  WARNING! This baseline short description should never appear on screen!

{lyceum_roman_desc}  WARNING! This text should never appear on screen!
{lyceum_roman_desc_short}  WARNING! This text should never appear on screen!

{lyceum_barbarian_desc}  WARNING! This text should never appear on screen!
{lyceum_barbarian_desc_short}  WARNING! This text should never appear on screen!

{lyceum_carthaginian_desc}  WARNING! This text should never appear on screen!
{lyceum_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{lyceum_egyptian_desc}  WARNING! This text should never appear on screen!
{lyceum_egyptian_desc_short}  WARNING! This text should never appear on screen!

{lyceum_eastern_desc}  WARNING! This text should never appear on screen!
{lyceum_eastern_desc_short}  WARNING! This text should never appear on screen!

{lyceum_greek}  TODO: Write me
{lyceum_greek_desc}  TODO: Write me
{lyceum_greek_desc_short}  TODO: Write me

;theatre
{theatre}  TODO: Write me
{theatre_desc}  WARNING! This baseline description should never appear on screen!
{theatre_desc_short}  WARNING! This baseline short description should never appear on screen!

{theatre_roman_desc}  WARNING! This text should never appear on screen!
{theatre_roman_desc_short}  WARNING! This text should never appear on screen!

{theatre_barbarian_desc}  WARNING! This text should never appear on screen!
{theatre_barbarian_desc_short}  WARNING! This text should never appear on screen!

{theatre_carthaginian_desc}  WARNING! This text should never appear on screen!
{theatre_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{theatre_egyptian_desc}  WARNING! This text should never appear on screen!
{theatre_egyptian_desc_short}  WARNING! This text should never appear on screen!

{theatre_eastern_desc}  WARNING! This text should never appear on screen!
{theatre_eastern_desc_short}  WARNING! This text should never appear on screen!

{theatre_greek}  TODO: Write me
{theatre_greek_desc}  TODO: Write me
{theatre_greek_desc_short}  TODO: Write me

;execution_square
{execution_square}  TODO: Write me
{execution_square_desc}  WARNING! This baseline description should never appear on screen!
{execution_square_desc_short}  WARNING! This baseline short description should never appear on screen!

{execution_square_roman_desc}  WARNING! This text should never appear on screen!
{execution_square_roman_desc_short}  WARNING! This text should never appear on screen!

{execution_square_barbarian_desc}  WARNING! This text should never appear on screen!
{execution_square_barbarian_desc_short}  WARNING! This text should never appear on screen!

{execution_square_greek_desc}  WARNING! This text should never appear on screen!
{execution_square_greek_desc_short}  WARNING! This text should never appear on screen!

{execution_square_carthaginian}  TODO: Write me
{execution_square_carthaginian_desc}  TODO: Write me
{execution_square_carthaginian_desc_short}  TODO: Write me

{execution_square_eastern}  TODO: Write me
{execution_square_eastern_desc}  TODO: Write me
{execution_square_eastern_desc_short}  TODO: Write me

{execution_square_parthia}  TODO: Write me
{execution_square_parthia_desc}  TODO: Write me
{execution_square_parthia_desc_short}  TODO: Write me

{execution_square_egyptian}  TODO: Write me
{execution_square_egyptian_desc}  TODO: Write me
{execution_square_egyptian_desc_short}  TODO: Write me

;secret_police_hq
{secret_police_hq}  TODO: Write me
{secret_police_hq_desc}  WARNING! This baseline description should never appear on screen!
{secret_police_hq_desc_short}  WARNING! This baseline short description should never appear on screen!

{secret_police_hq_roman_desc}  WARNING! This text should never appear on screen!
{secret_police_hq_roman_desc_short}  WARNING! This text should never appear on screen!

{secret_police_hq_barbarian_desc}  WARNING! This text should never appear on screen!
{secret_police_hq_barbarian_desc_short}  WARNING! This text should never appear on screen!

{secret_police_hq_greek_desc}  WARNING! This text should never appear on screen!
{secret_police_hq_greek_desc_short}  WARNING! This text should never appear on screen!

{secret_police_hq_carthaginian}  TODO: Write me
{secret_police_hq_carthaginian_desc}  TODO: Write me
{secret_police_hq_carthaginian_desc_short}  TODO: Write me

{secret_police_hq_eastern}  TODO: Write me
{secret_police_hq_eastern_desc}  TODO: Write me
{secret_police_hq_eastern_desc_short}  TODO: Write me

{secret_police_hq_parthia}  TODO: Write me
{secret_police_hq_parthia_desc}  TODO: Write me
{secret_police_hq_parthia_desc_short}  TODO: Write me

{secret_police_hq_egyptian}  TODO: Write me
{secret_police_hq_egyptian_desc}  TODO: Write me
{secret_police_hq_egyptian_desc_short}  TODO: Write me

;secret_police_network
{secret_police_network}  TODO: Write me
{secret_police_network_desc}  WARNING! This baseline description should never appear on screen!
{secret_police_network_desc_short}  WARNING! This baseline short description should never appear on screen!

{secret_police_network_roman_desc}  WARNING! This text should never appear on screen!
{secret_police_network_roman_desc_short}  WARNING! This text should never appear on screen!

{secret_police_network_barbarian_desc}  WARNING! This text should never appear on screen!
{secret_police_network_barbarian_desc_short}  WARNING! This text should never appear on screen!

{secret_police_network_greek_desc}  WARNING! This text should never appear on screen!
{secret_police_network_greek_desc_short}  WARNING! This text should never appear on screen!

{secret_police_network_carthaginian}  TODO: Write me
{secret_police_network_carthaginian_desc}  TODO: Write me
{secret_police_network_carthaginian_desc_short}  TODO: Write me

{secret_police_network_eastern}  TODO: Write me
{secret_police_network_eastern_desc}  TODO: Write me
{secret_police_network_eastern_desc_short}  TODO: Write me

{secret_police_network_parthia}  TODO: Write me
{secret_police_network_parthia_desc}  TODO: Write me
{secret_police_network_parthia_desc_short}  TODO: Write me

{secret_police_network_egyptian}  TODO: Write me
{secret_police_network_egyptian_desc}  TODO: Write me
{secret_police_network_egyptian_desc_short}  TODO: Write me

;caravan
{caravan}  TODO: Write me
{caravan_desc}  WARNING! This baseline description should never appear on screen!
{caravan_desc_short}  WARNING! This baseline short description should never appear on screen!

{caravan_roman_desc}  WARNING! This text should never appear on screen!
{caravan_roman_desc_short}  WARNING! This text should never appear on screen!

{caravan_barbarian_desc}  WARNING! This text should never appear on screen!
{caravan_barbarian_desc_short}  WARNING! This text should never appear on screen!

{caravan_carthaginian_desc}  WARNING! This text should never appear on screen!
{caravan_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{caravan_greek_desc}  WARNING! This text should never appear on screen!
{caravan_greek_desc_short}  WARNING! This text should never appear on screen!

{caravan_egyptian_desc}  WARNING! This text should never appear on screen!
{caravan_egyptian_desc_short}  WARNING! This text should never appear on screen!

{caravan_eastern}  TODO: Write me
{caravan_eastern_desc}  TODO: Write me
{caravan_eastern_desc_short}  TODO: Write me

{caravan_parthia}  TODO: Write me
{caravan_parthia_desc}  TODO: Write me
{caravan_parthia_desc_short}  TODO: Write me

;frankincense_rd
{frankincense_rd}  TODO: Write me
{frankincense_rd_desc}  WARNING! This baseline description should never appear on screen!
{frankincense_rd_desc_short}  WARNING! This baseline short description should never appear on screen!

{frankincense_rd_roman_desc}  WARNING! This text should never appear on screen!
{frankincense_rd_roman_desc_short}  WARNING! This text should never appear on screen!

{frankincense_rd_barbarian_desc}  WARNING! This text should never appear on screen!
{frankincense_rd_barbarian_desc_short}  WARNING! This text should never appear on screen!

{frankincense_rd_carthaginian_desc}  WARNING! This text should never appear on screen!
{frankincense_rd_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{frankincense_rd_greek_desc}  WARNING! This text should never appear on screen!
{frankincense_rd_greek_desc_short}  WARNING! This text should never appear on screen!

{frankincense_rd_egyptian_desc}  WARNING! This text should never appear on screen!
{frankincense_rd_egyptian_desc_short}  WARNING! This text should never appear on screen!

{frankincense_rd_eastern}  TODO: Write me
{frankincense_rd_eastern_desc}  TODO: Write me
{frankincense_rd_eastern_desc_short}  TODO: Write me

{frankincense_rd_parthia}  TODO: Write me
{frankincense_rd_parthia_desc}  TODO: Write me
{frankincense_rd_parthia_desc_short}  TODO: Write me

;silk_rd
{silk_rd}  TODO: Write me
{silk_rd_desc}  WARNING! This baseline description should never appear on screen!
{silk_rd_desc_short}  WARNING! This baseline short description should never appear on screen!

{silk_rd_roman_desc}  WARNING! This text should never appear on screen!
{silk_rd_roman_desc_short}  WARNING! This text should never appear on screen!

{silk_rd_barbarian_desc}  WARNING! This text should never appear on screen!
{silk_rd_barbarian_desc_short}  WARNING! This text should never appear on screen!

{silk_rd_carthaginian_desc}  WARNING! This text should never appear on screen!
{silk_rd_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{silk_rd_greek_desc}  WARNING! This text should never appear on screen!
{silk_rd_greek_desc_short}  WARNING! This text should never appear on screen!

{silk_rd_egyptian_desc}  WARNING! This text should never appear on screen!
{silk_rd_egyptian_desc_short}  WARNING! This text should never appear on screen!

{silk_rd_eastern}  TODO: Write me
{silk_rd_eastern_desc}  TODO: Write me
{silk_rd_eastern_desc_short}  TODO: Write me

{silk_rd_parthia}  TODO: Write me
{silk_rd_parthia_desc}  TODO: Write me
{silk_rd_parthia_desc_short}  TODO: Write me

;tavern
{tavern}  TODO: Write me
{tavern_desc}  WARNING! This baseline description should never appear on screen!
{tavern_desc_short}  WARNING! This baseline short description should never appear on screen!

{tavern_roman_desc}  WARNING! This text should never appear on screen!
{tavern_roman_desc_short}  WARNING! This text should never appear on screen!

{tavern_carthaginian_desc}  WARNING! This text should never appear on screen!
{tavern_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{tavern_greek_desc}  WARNING! This text should never appear on screen!
{tavern_greek_desc_short}  WARNING! This text should never appear on screen!

{tavern_egyptian_desc}  WARNING! This text should never appear on screen!
{tavern_egyptian_desc_short}  WARNING! This text should never appear on screen!

{tavern_eastern_desc}  WARNING! This text should never appear on screen!
{tavern_eastern_desc_short}  WARNING! This text should never appear on screen!

{tavern_barbarian}  TODO: Write me
{tavern_barbarian_desc}  TODO: Write me
{tavern_barbarian_desc_short}  TODO: Write me

;bardic_circle
{bardic_circle}  TODO: Write me
{bardic_circle_desc}  WARNING! This baseline description should never appear on screen!
{bardic_circle_desc_short}  WARNING! This baseline short description should never appear on screen!

{bardic_circle_roman_desc}  WARNING! This text should never appear on screen!
{bardic_circle_roman_desc_short}  WARNING! This text should never appear on screen!

{bardic_circle_carthaginian_desc}  WARNING! This text should never appear on screen!
{bardic_circle_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{bardic_circle_greek_desc}  WARNING! This text should never appear on screen!
{bardic_circle_greek_desc_short}  WARNING! This text should never appear on screen!

{bardic_circle_egyptian_desc}  WARNING! This text should never appear on screen!
{bardic_circle_egyptian_desc_short}  WARNING! This text should never appear on screen!

{bardic_circle_eastern_desc}  WARNING! This text should never appear on screen!
{bardic_circle_eastern_desc_short}  WARNING! This text should never appear on screen!

{bardic_circle_barbarian}  TODO: Write me
{bardic_circle_barbarian_desc}  TODO: Write me
{bardic_circle_barbarian_desc_short}  TODO: Write me

;temple_of_battle_shrine
{temple_of_battle_shrine}  TODO: Write me
{temple_of_battle_shrine_desc}  WARNING! This baseline description should never appear on screen!
